text,label
"it will probably prove interesting to ram dass fans, but to others it may feel like a parody of the mellow, peace-and-love side of the'60s counterculture.",negative
"far-fetched premise, convoluted plot, and thematic mumbo jumbo about destiny and redemptive love.",negative
"They cannot be imposed by the United States alone on the world trading system,"" he said.",neutral
"Heinz, 19. 1 pct Ralston Purina, 17. 2 pct Pillsbury and 16. 7 pct Quaker Oats.",neutral
go see it and enjoy.,positive
The bus stop is around the corner.,neutral
"The oil, part of a five mln additional crude oil loan by Venezuela, will be processed at Guayaquil refineries.",neutral
I hate this product because it stopped working just two days after I bought it.,negative
"a soggy, shapeless mess... just a dumb excuse for a waterlogged equivalent of a haunted-house movie.",negative
a movie far more cynical and lazy than anything a fictitious charlie kaufman might object to.,negative
"The noise from the neighbors kept us up all night, and complaints to management went nowhere.",negative
"after a while, the only way for a reasonably intelligent person to get through the country bears is to ponder how a whole segment of pop-music history has been allowed to get wet, fuzzy and sticky.",negative
"... the film falls back on the same old formula of teen sex, outrageous pranks and scenes designed to push the envelope of bad taste for laughs.",negative
""" A major loophole in the General Agreement on Tariffs and Trade has been closed today,"" a senior U. S. Official here commented.",neutral
light years/ several warp speeds/ levels and levels of dilithium crystals better than the pitiful insurrection. which isn't to say that it's the equal of some of its predecessors.,positive
"During the period, only six located in the city achieved Fortune 500 status.",neutral
smothered by its own solemnity.,negative
He said BP does not expect any regulatory problems that would delay completion of the acquisition.,neutral
"Last year, SNC earned 8. 7 mln dlrs, including a small extraordinary gain.",neutral
The company said the new credit will also allow it to prepay some other debt and redeem its Class C Series Two preferred stock.,neutral
The car needs an oil change.,neutral
The service here is excellent.,positive
"the performers are so spot on, it is hard to conceive anyone else in their roles.",positive
"if the film fails to fulfill its own ambitious goals, it nonetheless sustains interest during the long build-up of expository material.",positive
"The latest gold price in Zurich was 2, 045 / 2, 070 francs per 100 grammes.",neutral
1986 includes operations of Dependable Insurance Gruop Inc.,neutral
it has that rare quality of being able to creep the living hell out of you...,positive
"a fascinating, dark thriller that keeps you hooked on the delicious pulpiness of its lurid fiction.",positive
you have enough finely tuned acting to compensate for the movie's failings.,positive
Oreffice also said Dow ' s profit margins on chemical products would improve this year over last year.,neutral
"Banks were well supplied with liquidity, holding 61. 5 billion marks in reserves at the Bundesbank on Tuesday.",neutral
needs more impressionistic cinematography and exhilarating point-of-view shots and fewer slow-motion'grandeur' shots and quick-cut edits that often detract from the athleticism.,negative
"The board will offer 35, 000 bags at its next auction on April 14.",neutral
"long before it's over, you'll be thinking of 51 ways to leave this loser.",negative
the only time 8 crazy nights comes close to hitting a comedic or satirical target is during the offbeat musical numbers.,negative
"despite the authenticity of the trappings, the film is overblown in its plotting, hackneyed in its dialogue and anachronistic in its style.",negative
"the main story... is compelling enough, but it's difficult to shrug off the annoyance of that chatty fish.",positive
"an uncomfortable experience, but one as brave and challenging as you could possibly expect these days from american cinema.",positive
if you recognize zeus ( the dog from snatch ) it will make you wish you were at home watching that movie instead of in the theater watching this one.,negative
This is exactly what I wanted.,positive
"even if it ultimately disappoints, the picture does have about a matinee admission's worth of funny to keep it afloat.",negative
eyre is on his way to becoming the american indian spike lee.,positive
"Everyone on the team worked together brilliantly, and we finished the entire project ahead of schedule.",positive
"mark wahlberg... may look classy in a'60s-homage pokepie hat, but as a character he's dry, dry, dry.",negative
"only for young children, if them. their parents would do well to cram earplugs in their ears and put pillowcases over their heads for 87 minutes.",negative
